Timestamp,Action,Current Count,Over Capacity
23/11/2023 02:02,Entry,10,FALSE
23/11/2023 03:55,Exit,9,FALSE
23/11/2023 07:25,Entry,10,FALSE
23/11/2023 08:15,Exit,9,FALSE
23/11/2023 09:06,Entry,10,FALSE
23/11/2023 11:07,Entry,11,FALSE
23/11/2023 09:13,Exit,10,FALSE
23/11/2023 09:29,Entry,11,FALSE
23/11/2023 06:13,Entry,12,FALSE
23/11/2023 02:44,Exit,11,FALSE
23/11/2023 07:43,Exit,10,FALSE
23/11/2023 00:59,Exit,9,FALSE
23/11/2023 10:29,Entry,10,FALSE
23/11/2023 00:37,Exit,9,FALSE
23/11/2023 07:22,Exit,8,FALSE
23/11/2023 10:39,Entry,9,FALSE
23/11/2023 09:11,Exit,8,FALSE
23/11/2023 10:15,Exit,7,FALSE
23/11/2023 09:46,Exit,6,FALSE
23/11/2023 05:06,Entry,7,FALSE
23/11/2023 01:48,Exit,6,FALSE
23/11/2023 02:52,Entry,7,FALSE
23/11/2023 07:46,Entry,8,FALSE
23/11/2023 03:37,Entry,9,FALSE
23/11/2023 05:57,Exit,8,FALSE
23/11/2023 05:20,Entry,9,FALSE
23/11/2023 03:20,Exit,8,FALSE
23/11/2023 00:12,Entry,9,FALSE
23/11/2023 03:30,Entry,10,FALSE
23/11/2023 10:13,Entry,11,FALSE
23/11/2023 01:40,Exit,10,FALSE
23/11/2023 05:31,Entry,11,FALSE
23/11/2023 06:29,Entry,12,FALSE
23/11/2023 05:49,Exit,11,FALSE
23/11/2023 05:07,Exit,10,FALSE
23/11/2023 04:54,Entry,11,FALSE
23/11/2023 03:06,Entry,12,FALSE
23/11/2023 06:03,Entry,13,FALSE
23/11/2023 07:17,Entry,14,FALSE
23/11/2023 00:26,Exit,13,FALSE
23/11/2023 11:46,Exit,12,FALSE
23/11/2023 08:35,Entry,13,FALSE
23/11/2023 10:53,Entry,14,FALSE
23/11/2023 04:49,Entry,15,FALSE
23/11/2023 03:04,Entry,16,FALSE
23/11/2023 00:43,Exit,15,FALSE
23/11/2023 09:52,Exit,14,FALSE
23/11/2023 11:29,Exit,13,FALSE
23/11/2023 01:47,Entry,14,FALSE
23/11/2023 01:28,Entry,15,FALSE
23/11/2023 07:20,Exit,14,FALSE
23/11/2023 00:33,Entry,15,FALSE
23/11/2023 08:53,Entry,16,FALSE
23/11/2023 07:34,Entry,17,FALSE
23/11/2023 09:38,Entry,18,FALSE
23/11/2023 04:47,Exit,17,FALSE
23/11/2023 07:32,Exit,16,FALSE
23/11/2023 11:22,Entry,17,FALSE
23/11/2023 08:14,Entry,18,FALSE
23/11/2023 07:42,Exit,17,FALSE
23/11/2023 05:03,Entry,18,FALSE
23/11/2023 06:57,Exit,17,FALSE
23/11/2023 09:50,Exit,16,FALSE
23/11/2023 09:27,Entry,17,FALSE
23/11/2023 02:59,Exit,16,FALSE
23/11/2023 08:06,Entry,17,FALSE
23/11/2023 06:18,Exit,16,FALSE
23/11/2023 08:53,Entry,17,FALSE
23/11/2023 03:02,Entry,18,FALSE
23/11/2023 06:15,Entry,19,FALSE
23/11/2023 04:42,Exit,18,FALSE
23/11/2023 09:34,Entry,19,FALSE
23/11/2023 01:07,Exit,18,FALSE
23/11/2023 00:33,Entry,19,FALSE
23/11/2023 09:17,Exit,18,FALSE
23/11/2023 01:43,Entry,19,FALSE
23/11/2023 05:19,Entry,20,FALSE
23/11/2023 03:49,Entry,21,FALSE
23/11/2023 03:28,Exit,20,FALSE
23/11/2023 04:16,Entry,21,FALSE
23/11/2023 05:56,Entry,22,FALSE
23/11/2023 00:35,Exit,21,FALSE
23/11/2023 03:53,Exit,20,FALSE
23/11/2023 10:49,Exit,19,FALSE
23/11/2023 05:24,Exit,18,FALSE
23/11/2023 01:01,Entry,19,FALSE
23/11/2023 06:22,Exit,18,FALSE
23/11/2023 07:39,Entry,19,FALSE
23/11/2023 00:24,Entry,20,FALSE
23/11/2023 11:02,Exit,19,FALSE
23/11/2023 03:52,Entry,20,FALSE
23/11/2023 03:46,Exit,19,FALSE
23/11/2023 11:46,Entry,20,FALSE
23/11/2023 02:12,Entry,21,FALSE
23/11/2023 04:37,Exit,20,FALSE
23/11/2023 00:50,Exit,19,FALSE
23/11/2023 06:31,Exit,18,FALSE
23/11/2023 01:47,Entry,19,FALSE
23/11/2023 01:58,Exit,18,FALSE
23/11/2023 11:12,Entry,19,FALSE
23/11/2023 11:53,Entry,20,FALSE
23/11/2023 02:43,Exit,19,FALSE
23/11/2023 04:29,Exit,18,FALSE
23/11/2023 03:55,Entry,19,FALSE
23/11/2023 01:15,Exit,18,FALSE
23/11/2023 05:40,Entry,19,FALSE
23/11/2023 05:54,Exit,18,FALSE
23/11/2023 06:42,Exit,17,FALSE
23/11/2023 08:15,Exit,16,FALSE
23/11/2023 00:57,Exit,15,FALSE
23/11/2023 03:10,Exit,14,FALSE
23/11/2023 04:00,Entry,15,FALSE
23/11/2023 00:37,Entry,16,FALSE
23/11/2023 10:34,Exit,15,FALSE
23/11/2023 02:25,Exit,14,FALSE
23/11/2023 02:54,Entry,15,FALSE
23/11/2023 06:20,Entry,16,FALSE
23/11/2023 10:14,Entry,17,FALSE
23/11/2023 00:56,Exit,16,FALSE
23/11/2023 03:13,Entry,17,FALSE
23/11/2023 11:34,Entry,18,FALSE
23/11/2023 07:20,Entry,19,FALSE
23/11/2023 05:14,Exit,18,FALSE
23/11/2023 03:25,Exit,17,FALSE
23/11/2023 02:38,Entry,18,FALSE
23/11/2023 10:57,Exit,17,FALSE
23/11/2023 01:00,Entry,18,FALSE
23/11/2023 06:40,Exit,17,FALSE
23/11/2023 08:06,Entry,18,FALSE
23/11/2023 01:50,Entry,19,FALSE
23/11/2023 07:07,Entry,20,FALSE
23/11/2023 02:50,Exit,19,FALSE
23/11/2023 08:39,Entry,20,FALSE
23/11/2023 10:27,Exit,19,FALSE
23/11/2023 09:37,Exit,18,FALSE
23/11/2023 10:27,Exit,17,FALSE
23/11/2023 03:12,Entry,18,FALSE
23/11/2023 02:55,Exit,17,FALSE
23/11/2023 03:46,Exit,16,FALSE
23/11/2023 10:46,Entry,17,FALSE
23/11/2023 02:50,Entry,18,FALSE
23/11/2023 07:05,Exit,17,FALSE
23/11/2023 11:59,Exit,16,FALSE
23/11/2023 01:41,Entry,17,FALSE
23/11/2023 00:50,Entry,18,FALSE
23/11/2023 10:27,Exit,17,FALSE
23/11/2023 05:55,Entry,18,FALSE
23/11/2023 03:49,Exit,17,FALSE
23/11/2023 02:41,Entry,18,FALSE
23/11/2023 02:13,Exit,17,FALSE
23/11/2023 08:22,Entry,18,FALSE
23/11/2023 06:29,Entry,19,FALSE
23/11/2023 08:01,Exit,18,FALSE
23/11/2023 03:17,Exit,17,FALSE
23/11/2023 03:20,Exit,16,FALSE
23/11/2023 09:38,Entry,17,FALSE
23/11/2023 04:41,Exit,16,FALSE
23/11/2023 00:13,Entry,17,FALSE
23/11/2023 02:00,Entry,18,FALSE
23/11/2023 05:57,Exit,17,FALSE
23/11/2023 10:43,Exit,16,FALSE
23/11/2023 11:17,Exit,15,FALSE
23/11/2023 00:44,Exit,14,FALSE
23/11/2023 10:47,Exit,13,FALSE
23/11/2023 08:20,Entry,14,FALSE
23/11/2023 08:26,Entry,15,FALSE
23/11/2023 11:06,Entry,16,FALSE
23/11/2023 08:11,Exit,15,FALSE
23/11/2023 09:55,Exit,14,FALSE
23/11/2023 07:19,Exit,13,FALSE
23/11/2023 05:51,Entry,14,FALSE
23/11/2023 04:53,Entry,15,FALSE
23/11/2023 04:05,Entry,16,FALSE
23/11/2023 01:14,Entry,17,FALSE
23/11/2023 08:55,Entry,18,FALSE
23/11/2023 00:19,Entry,19,FALSE
23/11/2023 09:36,Exit,18,FALSE
23/11/2023 03:13,Exit,17,FALSE
23/11/2023 05:25,Exit,16,FALSE
23/11/2023 04:34,Exit,15,FALSE
23/11/2023 09:27,Entry,16,FALSE
23/11/2023 03:58,Exit,15,FALSE
23/11/2023 07:40,Entry,16,FALSE
23/11/2023 08:26,Exit,15,FALSE
23/11/2023 04:46,Entry,16,FALSE
23/11/2023 01:52,Entry,17,FALSE
23/11/2023 01:10,Exit,16,FALSE
23/11/2023 01:25,Entry,17,FALSE
23/11/2023 08:54,Entry,18,FALSE
23/11/2023 09:00,Exit,17,FALSE
23/11/2023 10:36,Exit,16,FALSE
23/11/2023 01:40,Entry,17,FALSE
23/11/2023 05:23,Exit,16,FALSE
23/11/2023 09:07,Exit,15,FALSE
23/11/2023 09:50,Entry,16,FALSE
23/11/2023 02:03,Entry,17,FALSE
23/11/2023 01:56,Exit,16,FALSE
23/11/2023 11:41,Entry,17,FALSE
23/11/2023 11:57,Entry,18,FALSE
23/11/2023 00:07,Entry,19,FALSE
23/11/2023 00:26,Entry,20,FALSE
23/11/2023 09:50,Entry,21,FALSE
23/11/2023 03:10,Entry,22,FALSE
23/11/2023 04:06,Entry,23,FALSE
23/11/2023 03:01,Exit,22,FALSE
23/11/2023 10:23,Entry,23,FALSE
23/11/2023 08:56,Entry,24,FALSE
23/11/2023 02:54,Entry,25,FALSE
23/11/2023 05:55,Exit,24,FALSE
23/11/2023 03:52,Entry,25,FALSE
23/11/2023 03:53,Exit,24,FALSE
23/11/2023 08:08,Exit,23,FALSE
23/11/2023 05:38,Exit,22,FALSE
23/11/2023 06:28,Entry,23,FALSE
23/11/2023 01:49,Entry,24,FALSE
23/11/2023 00:06,Exit,23,FALSE
23/11/2023 04:49,Exit,22,FALSE
23/11/2023 06:05,Exit,21,FALSE
23/11/2023 01:43,Entry,22,FALSE
23/11/2023 05:47,Entry,23,FALSE
23/11/2023 06:17,Exit,22,FALSE
23/11/2023 04:17,Exit,21,FALSE
23/11/2023 05:48,Exit,20,FALSE
23/11/2023 08:51,Exit,19,FALSE
23/11/2023 07:06,Entry,20,FALSE
23/11/2023 10:20,Entry,21,FALSE
23/11/2023 01:25,Entry,22,FALSE
23/11/2023 03:40,Entry,23,FALSE
23/11/2023 04:27,Entry,24,FALSE
23/11/2023 11:12,Entry,25,FALSE
23/11/2023 03:09,Entry,26,FALSE
23/11/2023 01:15,Exit,25,FALSE
23/11/2023 01:45,Entry,26,FALSE
23/11/2023 01:30,Entry,27,FALSE
23/11/2023 10:43,Entry,28,FALSE
23/11/2023 11:22,Exit,27,FALSE
23/11/2023 02:36,Exit,26,FALSE
23/11/2023 01:34,Entry,27,FALSE
23/11/2023 03:04,Entry,28,FALSE
23/11/2023 00:25,Exit,27,FALSE
23/11/2023 04:46,Exit,26,FALSE
23/11/2023 03:25,Entry,27,FALSE
23/11/2023 04:20,Exit,26,FALSE
23/11/2023 05:31,Exit,25,FALSE
23/11/2023 06:14,Entry,26,FALSE
23/11/2023 00:44,Entry,27,FALSE
23/11/2023 05:49,Exit,26,FALSE
23/11/2023 08:28,Exit,25,FALSE
23/11/2023 11:09,Exit,24,FALSE
23/11/2023 06:56,Entry,25,FALSE
23/11/2023 08:01,Exit,24,FALSE
23/11/2023 01:43,Exit,23,FALSE
23/11/2023 11:50,Entry,24,FALSE
23/11/2023 01:05,Exit,23,FALSE
23/11/2023 02:37,Entry,24,FALSE
23/11/2023 06:29,Entry,25,FALSE
23/11/2023 06:51,Entry,26,FALSE
23/11/2023 05:57,Entry,27,FALSE
23/11/2023 02:29,Entry,28,FALSE
23/11/2023 06:35,Entry,29,FALSE
23/11/2023 06:53,Entry,30,FALSE
23/11/2023 09:58,Exit,29,FALSE
23/11/2023 11:42,Entry,30,FALSE
23/11/2023 02:35,Exit,29,FALSE
23/11/2023 04:51,Entry,30,FALSE
23/11/2023 09:18,Entry,31,FALSE
23/11/2023 07:30,Entry,32,FALSE
23/11/2023 05:43,Exit,31,FALSE
23/11/2023 05:52,Entry,32,FALSE
23/11/2023 01:45,Exit,31,FALSE
23/11/2023 06:18,Exit,30,FALSE
23/11/2023 07:54,Exit,29,FALSE
23/11/2023 09:10,Exit,28,FALSE
23/11/2023 04:50,Entry,29,FALSE
23/11/2023 09:46,Entry,30,FALSE
23/11/2023 11:44,Entry,31,FALSE
23/11/2023 02:15,Entry,32,FALSE
23/11/2023 01:46,Entry,33,FALSE
23/11/2023 10:40,Exit,32,FALSE
23/11/2023 00:31,Exit,31,FALSE
23/11/2023 02:46,Entry,32,FALSE
23/11/2023 07:26,Exit,31,FALSE
23/11/2023 11:02,Entry,32,FALSE
23/11/2023 04:14,Entry,33,FALSE
23/11/2023 04:33,Exit,32,FALSE
23/11/2023 02:24,Entry,33,FALSE
23/11/2023 04:02,Exit,32,FALSE
23/11/2023 09:34,Exit,31,FALSE
23/11/2023 07:38,Exit,30,FALSE
23/11/2023 10:57,Exit,29,FALSE
23/11/2023 04:02,Exit,28,FALSE
23/11/2023 01:50,Exit,27,FALSE
23/11/2023 00:14,Entry,28,FALSE
23/11/2023 11:00,Entry,29,FALSE
23/11/2023 04:36,Entry,30,FALSE
23/11/2023 07:07,Exit,29,FALSE
23/11/2023 00:45,Exit,28,FALSE
23/11/2023 00:14,Exit,27,FALSE
23/11/2023 08:30,Entry,28,FALSE
23/11/2023 02:09,Entry,29,FALSE
23/11/2023 03:47,Entry,30,FALSE
23/11/2023 01:56,Exit,29,FALSE
23/11/2023 09:39,Entry,30,FALSE
23/11/2023 04:20,Entry,31,FALSE
23/11/2023 10:07,Exit,30,FALSE
23/11/2023 11:09,Entry,31,FALSE
23/11/2023 11:10,Entry,32,FALSE
23/11/2023 05:46,Exit,31,FALSE
23/11/2023 08:42,Entry,32,FALSE
23/11/2023 00:34,Entry,33,FALSE
23/11/2023 07:23,Entry,34,FALSE
23/11/2023 03:17,Entry,35,FALSE
23/11/2023 06:41,Entry,36,FALSE
23/11/2023 10:34,Entry,37,FALSE
23/11/2023 01:47,Entry,38,FALSE
23/11/2023 04:20,Entry,39,FALSE
23/11/2023 11:26,Exit,38,FALSE
23/11/2023 11:14,Exit,37,FALSE
23/11/2023 01:03,Entry,38,FALSE
23/11/2023 09:05,Entry,39,FALSE
23/11/2023 00:29,Entry,40,FALSE
23/11/2023 04:20,Entry,41,FALSE
23/11/2023 09:03,Entry,42,FALSE
23/11/2023 04:25,Entry,43,FALSE
23/11/2023 11:31,Entry,44,FALSE
23/11/2023 05:18,Exit,43,FALSE
23/11/2023 08:52,Entry,44,FALSE
23/11/2023 05:51,Exit,43,FALSE
23/11/2023 04:27,Exit,42,FALSE
23/11/2023 01:18,Entry,43,FALSE
23/11/2023 04:44,Entry,44,FALSE
23/11/2023 03:39,Exit,43,FALSE
23/11/2023 11:23,Entry,44,FALSE
23/11/2023 05:09,Exit,43,FALSE
23/11/2023 04:06,Exit,42,FALSE
23/11/2023 04:42,Exit,41,FALSE
23/11/2023 10:36,Entry,42,FALSE
23/11/2023 01:21,Exit,41,FALSE
23/11/2023 11:34,Entry,42,FALSE
23/11/2023 02:38,Entry,43,FALSE
23/11/2023 04:33,Exit,42,FALSE
23/11/2023 00:07,Exit,41,FALSE
23/11/2023 10:57,Entry,42,FALSE
23/11/2023 07:44,Exit,41,FALSE
23/11/2023 01:54,Exit,40,FALSE
23/11/2023 07:20,Exit,39,FALSE
23/11/2023 07:16,Exit,38,FALSE
23/11/2023 04:59,Exit,37,FALSE
23/11/2023 11:30,Entry,38,FALSE
23/11/2023 06:34,Exit,37,FALSE
23/11/2023 08:40,Entry,38,FALSE
23/11/2023 08:04,Exit,37,FALSE
23/11/2023 00:21,Entry,38,FALSE
23/11/2023 01:06,Exit,37,FALSE
23/11/2023 08:34,Entry,38,FALSE
23/11/2023 05:19,Entry,39,FALSE
23/11/2023 07:42,Entry,40,FALSE
23/11/2023 07:52,Exit,39,FALSE
23/11/2023 03:30,Exit,38,FALSE
23/11/2023 01:47,Entry,39,FALSE
23/11/2023 06:56,Entry,40,FALSE
23/11/2023 03:31,Exit,39,FALSE
23/11/2023 11:13,Exit,38,FALSE
23/11/2023 01:13,Exit,37,FALSE
23/11/2023 07:39,Exit,36,FALSE
23/11/2023 02:22,Exit,35,FALSE
23/11/2023 04:39,Exit,34,FALSE
23/11/2023 00:02,Exit,33,FALSE
23/11/2023 01:37,Exit,32,FALSE
23/11/2023 02:26,Exit,31,FALSE
23/11/2023 01:56,Entry,32,FALSE
23/11/2023 05:19,Entry,33,FALSE
23/11/2023 04:50,Entry,34,FALSE
23/11/2023 03:26,Entry,35,FALSE
23/11/2023 00:23,Entry,36,FALSE
23/11/2023 04:54,Exit,35,FALSE
23/11/2023 03:25,Entry,36,FALSE
23/11/2023 00:44,Exit,35,FALSE
23/11/2023 06:28,Exit,34,FALSE
23/11/2023 09:14,Entry,35,FALSE
23/11/2023 07:43,Entry,36,FALSE
23/11/2023 03:25,Exit,35,FALSE
23/11/2023 05:54,Exit,34,FALSE
23/11/2023 09:29,Exit,33,FALSE
23/11/2023 10:17,Exit,32,FALSE
23/11/2023 04:15,Exit,31,FALSE
23/11/2023 05:33,Exit,30,FALSE
23/11/2023 07:32,Entry,31,FALSE
23/11/2023 03:49,Entry,32,FALSE
23/11/2023 09:41,Entry,33,FALSE
23/11/2023 03:28,Exit,32,FALSE
23/11/2023 09:55,Exit,31,FALSE
23/11/2023 11:13,Entry,32,FALSE
23/11/2023 09:51,Entry,33,FALSE
23/11/2023 06:55,Entry,34,FALSE
23/11/2023 09:52,Entry,35,FALSE
23/11/2023 07:35,Exit,34,FALSE
23/11/2023 08:36,Entry,35,FALSE
23/11/2023 02:19,Exit,34,FALSE
23/11/2023 05:18,Entry,35,FALSE
23/11/2023 10:12,Entry,36,FALSE
23/11/2023 05:24,Entry,37,FALSE
23/11/2023 09:17,Exit,36,FALSE
23/11/2023 04:50,Entry,37,FALSE
23/11/2023 00:31,Exit,36,FALSE
23/11/2023 01:30,Entry,37,FALSE
23/11/2023 02:39,Entry,38,FALSE
23/11/2023 09:45,Entry,39,FALSE
23/11/2023 02:13,Entry,40,FALSE
23/11/2023 05:46,Entry,41,FALSE
23/11/2023 02:25,Entry,42,FALSE
23/11/2023 08:02,Entry,43,FALSE
23/11/2023 03:07,Entry,44,FALSE
23/11/2023 04:46,Entry,45,FALSE
23/11/2023 07:44,Exit,44,FALSE
23/11/2023 04:22,Entry,45,FALSE
23/11/2023 09:15,Exit,44,FALSE
23/11/2023 04:47,Entry,45,FALSE
23/11/2023 03:01,Exit,44,FALSE
23/11/2023 02:05,Exit,43,FALSE
23/11/2023 02:50,Entry,44,FALSE
23/11/2023 01:46,Entry,45,FALSE
23/11/2023 11:48,Exit,44,FALSE
23/11/2023 09:15,Entry,45,FALSE
23/11/2023 08:17,Entry,46,FALSE
23/11/2023 11:20,Exit,45,FALSE
23/11/2023 06:51,Entry,46,FALSE
23/11/2023 08:36,Entry,47,FALSE
23/11/2023 02:11,Entry,48,FALSE
23/11/2023 02:50,Exit,47,FALSE
23/11/2023 00:04,Exit,46,FALSE
23/11/2023 11:32,Entry,47,FALSE
23/11/2023 03:18,Entry,48,FALSE
23/11/2023 01:16,Exit,47,FALSE
23/11/2023 00:37,Entry,48,FALSE
23/11/2023 04:10,Entry,49,FALSE
23/11/2023 06:38,Exit,48,FALSE
23/11/2023 09:20,Exit,47,FALSE
23/11/2023 08:47,Entry,48,FALSE
23/11/2023 01:18,Entry,49,FALSE
23/11/2023 01:18,Exit,48,FALSE
23/11/2023 01:26,Exit,47,FALSE
23/11/2023 10:05,Entry,48,FALSE
23/11/2023 04:25,Entry,49,FALSE
23/11/2023 00:40,Entry,50,FALSE
23/11/2023 01:39,Exit,49,FALSE
23/11/2023 05:11,Entry,50,FALSE
23/11/2023 07:41,Entry,51,FALSE
23/11/2023 00:15,Exit,50,FALSE
23/11/2023 05:43,Exit,49,FALSE
23/11/2023 03:58,Entry,50,FALSE
23/11/2023 03:58,Exit,49,FALSE
23/11/2023 07:47,Entry,50,FALSE
23/11/2023 11:06,Exit,49,FALSE
23/11/2023 07:29,Exit,48,FALSE
23/11/2023 02:47,Entry,49,FALSE
23/11/2023 01:09,Entry,50,FALSE
23/11/2023 10:57,Exit,49,FALSE
23/11/2023 02:00,Exit,48,FALSE
23/11/2023 00:23,Exit,47,FALSE
23/11/2023 06:27,Exit,46,FALSE
23/11/2023 00:05,Exit,45,FALSE
23/11/2023 00:57,Exit,44,FALSE
23/11/2023 09:42,Entry,45,FALSE
23/11/2023 07:58,Entry,46,FALSE
23/11/2023 05:01,Exit,45,FALSE
23/11/2023 02:56,Entry,46,FALSE
23/11/2023 06:20,Exit,45,FALSE
23/11/2023 02:10,Entry,46,FALSE
23/11/2023 05:56,Exit,45,FALSE
23/11/2023 09:47,Exit,44,FALSE
23/11/2023 06:34,Exit,43,FALSE
23/11/2023 03:41,Exit,42,FALSE
23/11/2023 02:45,Exit,41,FALSE
23/11/2023 08:29,Entry,42,FALSE
23/11/2023 01:23,Entry,43,FALSE
23/11/2023 03:24,Entry,44,FALSE
23/11/2023 09:02,Entry,45,FALSE
23/11/2023 01:14,Entry,46,FALSE
23/11/2023 10:28,Exit,45,FALSE
23/11/2023 10:18,Entry,46,FALSE
23/11/2023 10:02,Exit,45,FALSE
23/11/2023 11:24,Entry,46,FALSE
23/11/2023 04:09,Exit,45,FALSE
23/11/2023 09:39,Exit,44,FALSE
23/11/2023 04:43,Entry,45,FALSE
23/11/2023 05:32,Entry,46,FALSE
23/11/2023 05:31,Entry,47,FALSE
23/11/2023 04:48,Entry,48,FALSE
23/11/2023 11:43,Exit,47,FALSE
23/11/2023 07:24,Exit,46,FALSE
23/11/2023 00:16,Entry,47,FALSE
23/11/2023 11:23,Exit,46,FALSE
23/11/2023 03:21,Entry,47,FALSE
23/11/2023 07:55,Entry,48,FALSE
23/11/2023 02:50,Exit,47,FALSE
23/11/2023 03:10,Exit,46,FALSE
23/11/2023 07:39,Exit,45,FALSE
23/11/2023 07:13,Exit,44,FALSE
23/11/2023 02:19,Entry,45,FALSE
23/11/2023 02:06,Exit,44,FALSE
23/11/2023 06:18,Entry,45,FALSE
23/11/2023 08:37,Entry,46,FALSE
23/11/2023 04:31,Entry,47,FALSE
23/11/2023 00:22,Entry,48,FALSE
23/11/2023 00:42,Exit,47,FALSE
23/11/2023 00:37,Exit,46,FALSE
23/11/2023 01:55,Entry,47,FALSE
23/11/2023 02:17,Entry,48,FALSE
23/11/2023 05:56,Exit,47,FALSE
23/11/2023 10:53,Exit,46,FALSE
23/11/2023 03:41,Exit,45,FALSE
23/11/2023 06:24,Entry,46,FALSE
23/11/2023 08:44,Exit,45,FALSE
23/11/2023 04:18,Exit,44,FALSE
23/11/2023 05:41,Exit,43,FALSE
23/11/2023 11:25,Entry,44,FALSE
23/11/2023 09:35,Exit,43,FALSE
23/11/2023 08:56,Entry,44,FALSE
23/11/2023 08:26,Exit,43,FALSE
23/11/2023 10:15,Entry,44,FALSE
23/11/2023 04:36,Exit,43,FALSE
23/11/2023 02:01,Entry,44,FALSE
23/11/2023 11:12,Entry,45,FALSE
23/11/2023 07:59,Exit,44,FALSE
23/11/2023 03:38,Entry,45,FALSE
23/11/2023,Exit,44,FALSE
23/11/2023 05:54,Exit,43,FALSE
23/11/2023 03:54,Entry,44,FALSE
23/11/2023 00:10,Exit,43,FALSE
23/11/2023 04:30,Exit,42,FALSE
23/11/2023 07:07,Entry,43,FALSE
23/11/2023 09:28,Exit,42,FALSE
23/11/2023 01:25,Exit,41,FALSE
23/11/2023 08:20,Exit,40,FALSE
23/11/2023 10:10,Exit,39,FALSE
23/11/2023 06:20,Entry,40,FALSE
23/11/2023 10:17,Entry,41,FALSE
23/11/2023 01:29,Entry,42,FALSE
23/11/2023 09:01,Entry,43,FALSE
23/11/2023 00:21,Exit,42,FALSE
23/11/2023 07:20,Entry,43,FALSE
23/11/2023 01:09,Exit,42,FALSE
23/11/2023 02:21,Entry,43,FALSE
23/11/2023 03:32,Exit,42,FALSE
23/11/2023 04:49,Entry,43,FALSE
23/11/2023 09:41,Exit,42,FALSE
23/11/2023 11:31,Exit,41,FALSE
23/11/2023 04:07,Entry,42,FALSE
23/11/2023 04:43,Exit,41,FALSE
23/11/2023 08:41,Exit,40,FALSE
23/11/2023 02:34,Exit,39,FALSE
23/11/2023 08:30,Exit,38,FALSE
23/11/2023 04:38,Exit,37,FALSE
23/11/2023 00:52,Exit,36,FALSE
23/11/2023 00:14,Exit,35,FALSE
23/11/2023 11:16,Entry,36,FALSE
23/11/2023 03:55,Entry,37,FALSE
23/11/2023 04:11,Exit,36,FALSE
23/11/2023 09:55,Entry,37,FALSE
23/11/2023 01:11,Entry,38,FALSE
23/11/2023 09:34,Exit,37,FALSE
23/11/2023 09:45,Exit,36,FALSE
23/11/2023 11:45,Exit,35,FALSE
23/11/2023 03:15,Exit,34,FALSE
23/11/2023 06:19,Exit,33,FALSE
23/11/2023 11:53,Exit,32,FALSE
23/11/2023 02:31,Exit,31,FALSE
23/11/2023 00:36,Entry,32,FALSE
23/11/2023 10:31,Exit,31,FALSE
23/11/2023 02:04,Exit,30,FALSE
