Desk ID,Seat ID,Start Time,End Time,Duration (Minutes),Peak Time Occupancy
2,4,08/12/2023 05:14,08/12/2023 07:19,125,false
1,3,07/12/2023 17:27,07/12/2023 19:53,146,true
2,3,05/12/2023 07:12,05/12/2023 08:22,70,true
1,1,04/12/2023 12:23,04/12/2023 12:58,35,true
4,1,04/12/2023 19:52,04/12/2023 20:10,18,false
1,2,30/11/2023 09:17,30/11/2023 11:01,104,false
2,1,10/12/2023 06:14,10/12/2023 08:02,108,true
5,1,02/12/2023 12:43,02/12/2023 13:34,51,false
3,1,06/12/2023 11:53,06/12/2023 15:36,223,true
6,1,04/12/2023 00:36,04/12/2023 04:10,214,true
1,2,01/12/2023 11:59,01/12/2023 12:24,25,true
2,1,05/12/2023 03:19,05/12/2023 03:48,29,false
6,2,30/11/2023 13:50,30/11/2023 16:38,168,false
1,1,29/11/2023 20:13,29/11/2023 23:04,171,false
4,1,30/11/2023 01:05,30/11/2023 02:06,61,true
3,2,30/11/2023 05:38,30/11/2023 07:30,112,true
4,3,06/12/2023 03:01,06/12/2023 04:58,117,false
6,2,11/12/2023 10:01,11/12/2023 10:49,48,false
1,3,29/11/2023 15:35,29/11/2023 15:56,21,true
4,2,02/12/2023 07:37,02/12/2023 10:17,160,false
2,3,06/12/2023 04:03,06/12/2023 05:52,109,true
1,2,05/12/2023 10:22,05/12/2023 10:56,34,true
2,1,12/12/2023 04:29,12/12/2023 07:34,185,true
3,1,02/12/2023 10:33,02/12/2023 10:50,17,false
6,1,03/12/2023 20:08,03/12/2023 22:54,166,true
1,1,06/12/2023 17:15,06/12/2023 19:20,125,false
4,1,07/12/2023 05:49,07/12/2023 09:02,193,false
1,2,11/12/2023 10:05,11/12/2023 11:49,104,true
2,1,02/12/2023 04:42,02/12/2023 06:45,123,true
3,3,11/12/2023 00:06,11/12/2023 03:19,193,false
2,4,06/12/2023 05:07,06/12/2023 08:06,179,true
1,3,12/12/2023 21:46,12/12/2023 22:24,38,false
2,3,09/12/2023 23:52,10/12/2023 03:00,188,true
1,2,07/12/2023 04:33,07/12/2023 05:57,84,false
2,1,04/12/2023 14:03,04/12/2023 14:47,44,true
1,4,12/12/2023 20:22,12/12/2023 23:49,207,true
1,1,11/12/2023 23:44,12/12/2023 00:36,52,true
4,1,01/12/2023 04:54,01/12/2023 08:17,203,false
2,2,09/12/2023 12:09,09/12/2023 12:24,15,false
1,2,02/12/2023 17:09,02/12/2023 20:38,209,true
2,1,03/12/2023 01:27,03/12/2023 05:23,236,true
1,5,12/12/2023 11:52,12/12/2023 14:22,150,false
1,3,06/12/2023 15:17,06/12/2023 15:36,19,false
4,2,08/12/2023 05:18,08/12/2023 05:38,20,false
3,1,12/12/2023 07:11,12/12/2023 08:21,70,true
6,1,10/12/2023 06:52,10/12/2023 07:48,56,true
6,2,06/12/2023 01:31,06/12/2023 03:21,110,false
2,3,01/12/2023 02:06,01/12/2023 02:36,30,true
1,1,30/11/2023 09:29,30/11/2023 10:36,67,false
4,1,05/12/2023 15:39,05/12/2023 16:30,51,false
1,2,11/12/2023 02:50,11/12/2023 04:24,94,false
2,1,03/12/2023 18:33,03/12/2023 21:02,149,false
5,2,08/12/2023 04:05,08/12/2023 05:49,104,true
3,4,29/11/2023 21:38,30/11/2023 00:18,160,true
1,2,01/12/2023 20:34,01/12/2023 20:51,17,false
2,1,04/12/2023 14:49,04/12/2023 15:40,51,true
1,1,05/12/2023 21:02,05/12/2023 22:06,64,false
4,1,09/12/2023 06:19,09/12/2023 09:57,218,true
2,4,03/12/2023 05:31,03/12/2023 07:50,139,true
1,3,08/12/2023 11:18,08/12/2023 12:13,55,false
3,1,01/12/2023 01:08,01/12/2023 02:18,70,false
6,1,30/11/2023 01:21,30/11/2023 01:36,15,false
2,3,11/12/2023 05:11,11/12/2023 07:12,121,false
1,2,01/12/2023 06:28,01/12/2023 07:09,41,true
2,1,02/12/2023 16:35,02/12/2023 19:49,194,false
1,2,08/12/2023 13:53,08/12/2023 14:26,33,false
7,3,02/12/2023 17:32,02/12/2023 18:14,42,true
1,4,13/12/2023 09:14,13/12/2023 11:31,137,false
3,2,02/12/2023 06:11,02/12/2023 07:19,68,false
4,3,12/12/2023 11:50,12/12/2023 14:45,175,true
6,2,11/12/2023 15:48,11/12/2023 17:34,106,false
1,3,13/12/2023 03:25,13/12/2023 06:26,181,true
4,2,06/12/2023 16:13,06/12/2023 20:06,233,false
1,1,07/12/2023 05:50,07/12/2023 09:40,230,true
4,1,29/11/2023 22:10,30/11/2023 01:23,193,false
1,2,06/12/2023 06:02,06/12/2023 07:38,96,false
2,1,06/12/2023 21:09,06/12/2023 22:10,61,false
1,4,01/12/2023 06:32,01/12/2023 07:40,68,true
2,3,29/11/2023 13:33,29/11/2023 17:05,212,true
1,2,12/12/2023 09:15,12/12/2023 12:00,165,false
2,1,10/12/2023 17:30,10/12/2023 17:53,23,false
6,2,13/12/2023 03:33,13/12/2023 06:47,194,false
3,1,29/11/2023 21:35,29/11/2023 23:33,118,false
6,1,09/12/2023 09:33,09/12/2023 11:53,140,false
1,1,06/12/2023 17:35,06/12/2023 18:21,46,true
4,1,09/12/2023 05:01,09/12/2023 05:22,21,false
4,4,30/11/2023 06:03,30/11/2023 06:52,49,false
1,6,13/12/2023 03:12,13/12/2023 04:13,61,true
1,2,09/12/2023 03:40,09/12/2023 06:26,166,false
2,1,29/11/2023 16:37,29/11/2023 17:03,26,false
3,3,04/12/2023 21:06,05/12/2023 00:58,232,true
2,4,04/12/2023 03:07,04/12/2023 06:59,232,true
1,3,09/12/2023 17:51,09/12/2023 19:11,80,true
2,3,01/12/2023 01:43,01/12/2023 05:02,199,false
1,1,09/12/2023 22:02,09/12/2023 22:32,30,true
4,1,02/12/2023 16:47,02/12/2023 17:44,57,true
1,2,04/12/2023 05:48,04/12/2023 07:41,113,true
2,1,06/12/2023 05:30,06/12/2023 07:57,147,false
6,4,07/12/2023 03:26,07/12/2023 05:48,142,false
1,3,29/11/2023 14:27,29/11/2023 17:23,176,true
4,2,05/12/2023 22:10,06/12/2023 00:13,123,true
5,1,30/11/2023 10:22,30/11/2023 12:01,99,true
3,1,09/12/2023 11:08,09/12/2023 14:46,218,false
6,1,04/12/2023 10:09,04/12/2023 11:25,76,true
1,2,05/12/2023 02:22,05/12/2023 04:35,133,true
2,1,04/12/2023 02:21,04/12/2023 04:55,154,true
2,2,13/12/2023 08:57,13/12/2023 11:24,147,false
1,1,06/12/2023 21:44,07/12/2023 01:19,215,true
4,1,07/12/2023 00:42,07/12/2023 02:29,107,false
2,3,01/12/2023 17:33,01/12/2023 18:00,27,false
1,2,05/12/2023 04:24,05/12/2023 07:26,182,false
2,1,09/12/2023 05:53,09/12/2023 06:18,25,true
6,1,29/11/2023 18:48,29/11/2023 19:30,42,true
6,2,03/12/2023 02:27,03/12/2023 04:56,149,false
1,1,13/12/2023 11:55,13/12/2023 12:31,36,true
4,1,04/12/2023 13:35,04/12/2023 17:27,232,true
1,2,30/11/2023 09:33,30/11/2023 12:05,152,true
2,1,30/11/2023 15:49,30/11/2023 18:37,168,false
1,4,08/12/2023 06:47,08/12/2023 10:07,200,false
3,1,30/11/2023 17:05,30/11/2023 19:58,173,true
6,1,04/12/2023 04:44,04/12/2023 07:36,172,false
3,2,10/12/2023 02:48,10/12/2023 04:56,128,true
4,3,12/12/2023 22:29,12/12/2023 23:51,82,true
6,2,01/12/2023 20:08,01/12/2023 23:27,199,false
1,3,09/12/2023 07:22,09/12/2023 10:04,162,true
4,2,11/12/2023 21:06,11/12/2023 23:19,133,true
2,4,10/12/2023 02:32,10/12/2023 06:01,209,false
1,3,01/12/2023 03:26,01/12/2023 07:16,230,false
2,3,30/11/2023 08:10,30/11/2023 09:02,52,false
1,2,11/12/2023 17:49,11/12/2023 20:26,157,true
2,1,06/12/2023 01:38,06/12/2023 03:19,101,true
7,4,09/12/2023 22:57,09/12/2023 23:49,52,true
3,4,05/12/2023 10:46,05/12/2023 13:29,163,true
1,1,30/11/2023 02:23,30/11/2023 05:21,178,false
4,1,05/12/2023 15:59,05/12/2023 19:56,237,true
1,2,01/12/2023 19:41,01/12/2023 22:47,186,false
2,1,30/11/2023 23:11,01/12/2023 01:00,109,true
2,3,02/12/2023 23:55,03/12/2023 00:53,58,true
1,1,03/12/2023 10:43,03/12/2023 11:39,56,true
4,1,09/12/2023 21:13,09/12/2023 22:44,91,true
3,1,07/12/2023 06:05,07/12/2023 08:03,118,true
6,1,05/12/2023 12:04,05/12/2023 14:07,123,true
1,2,01/12/2023 19:01,01/12/2023 20:02,61,false
2,1,01/12/2023 07:58,01/12/2023 10:13,135,true
1,2,12/12/2023 04:09,12/12/2023 06:06,117,false
2,1,04/12/2023 03:20,04/12/2023 07:00,220,false
1,1,11/12/2023 05:21,11/12/2023 06:51,90,false
7,3,11/12/2023 15:09,11/12/2023 16:55,106,false
1,4,02/12/2023 17:16,02/12/2023 19:47,151,false
1,3,30/11/2023 03:41,30/11/2023 05:08,87,false
4,2,02/12/2023 21:48,02/12/2023 22:05,17,true
6,2,01/12/2023 00:34,01/12/2023 03:32,178,true
1,1,30/11/2023 20:32,30/11/2023 21:02,30,true
4,1,07/12/2023 10:12,07/12/2023 11:26,74,false
3,3,04/12/2023 21:19,05/12/2023 00:49,210,false
2,4,06/12/2023 16:30,06/12/2023 18:08,98,false
1,3,01/12/2023 14:08,01/12/2023 15:04,56,true
2,3,05/12/2023 23:17,06/12/2023 00:38,81,false
1,2,10/12/2023 20:30,10/12/2023 22:29,119,false
2,1,07/12/2023 13:37,07/12/2023 16:10,153,false
3,1,08/12/2023 10:18,08/12/2023 10:54,36,false
6,1,10/12/2023 01:09,10/12/2023 03:43,154,false
1,4,04/12/2023 10:53,04/12/2023 12:33,100,true
1,1,10/12/2023 19:07,10/12/2023 21:08,121,false
4,1,04/12/2023 04:15,04/12/2023 06:03,108,true
1,2,04/12/2023 17:12,04/12/2023 18:54,102,true
2,1,06/12/2023 11:05,06/12/2023 13:31,146,false
2,2,06/12/2023 09:02,06/12/2023 11:42,160,true
2,3,07/12/2023 19:30,07/12/2023 22:20,170,true
1,2,10/12/2023 04:12,10/12/2023 04:45,33,false
2,1,02/12/2023 03:47,02/12/2023 05:04,77,false
4,4,09/12/2023 14:27,09/12/2023 16:46,139,false
1,6,06/12/2023 10:18,06/12/2023 13:05,167,false
1,1,30/11/2023 10:55,30/11/2023 13:09,134,true
4,1,07/12/2023 16:39,07/12/2023 20:31,232,false
1,5,02/12/2023 09:41,02/12/2023 12:37,176,false
3,2,06/12/2023 01:13,06/12/2023 04:38,205,false
4,3,30/11/2023 19:40,30/11/2023 21:48,128,true
6,2,09/12/2023 20:07,09/12/2023 22:27,140,true
1,3,11/12/2023 12:19,11/12/2023 16:07,228,true
4,2,29/11/2023 15:08,29/11/2023 18:33,205,true
3,1,05/12/2023 04:47,05/12/2023 07:22,155,true
6,1,04/12/2023 00:01,04/12/2023 03:32,211,false
1,2,10/12/2023 15:57,10/12/2023 18:58,181,true
2,1,03/12/2023 03:17,03/12/2023 04:09,52,true
2,4,02/12/2023 21:04,03/12/2023 01:00,236,false
1,3,02/12/2023 15:01,02/12/2023 15:40,39,true
6,2,09/12/2023 16:25,09/12/2023 18:51,146,false
2,3,07/12/2023 03:59,07/12/2023 07:15,196,true
1,1,02/12/2023 12:30,02/12/2023 12:49,19,true
4,1,29/11/2023 18:14,29/11/2023 19:01,47,false
1,2,09/12/2023 06:59,09/12/2023 10:33,214,false
2,1,29/11/2023 19:43,29/11/2023 21:02,79,false
6,3,10/12/2023 12:29,10/12/2023 13:13,44,true
5,2,01/12/2023 04:50,01/12/2023 06:17,87,false
1,2,07/12/2023 10:01,07/12/2023 10:30,29,true
2,1,12/12/2023 08:52,12/12/2023 11:11,139,true
5,3,11/12/2023 14:57,11/12/2023 17:07,130,true
5,1,11/12/2023 00:22,11/12/2023 00:39,17,true
3,1,02/12/2023 17:07,02/12/2023 20:53,226,false
6,1,09/12/2023 01:13,09/12/2023 02:42,89,false
1,1,30/11/2023 09:09,30/11/2023 09:34,25,true
4,1,08/12/2023 07:46,08/12/2023 09:23,97,true
3,4,02/12/2023 21:13,03/12/2023 01:08,235,false
2,3,11/12/2023 10:59,11/12/2023 13:28,149,false
1,2,04/12/2023 15:31,04/12/2023 16:31,60,true
2,1,08/12/2023 14:56,08/12/2023 18:16,200,true
1,4,06/12/2023 03:45,06/12/2023 07:27,222,false
1,3,01/12/2023 02:52,01/12/2023 05:06,134,true
4,2,02/12/2023 17:53,02/12/2023 18:41,48,false
1,1,08/12/2023 04:24,08/12/2023 05:44,80,false
4,1,04/12/2023 11:57,04/12/2023 13:21,84,true
1,2,13/12/2023 05:30,13/12/2023 07:52,142,true
2,1,09/12/2023 20:59,09/12/2023 21:47,48,true
3,3,08/12/2023 20:45,08/12/2023 21:29,44,true
2,4,30/11/2023 23:59,01/12/2023 03:43,224,false
1,3,09/12/2023 06:42,09/12/2023 09:37,175,true
2,3,09/12/2023 06:54,09/12/2023 08:29,95,false
3,1,07/12/2023 18:26,07/12/2023 19:50,84,true
6,1,06/12/2023 14:01,06/12/2023 14:38,37,false
1,2,07/12/2023 23:06,08/12/2023 00:25,79,true
2,1,02/12/2023 16:47,02/12/2023 18:39,112,false
6,2,09/12/2023 15:42,09/12/2023 18:09,147,false
1,1,02/12/2023 16:25,02/12/2023 16:46,21,false
4,1,30/11/2023 22:27,01/12/2023 00:07,100,false
1,2,12/12/2023 10:48,12/12/2023 12:15,87,false
1,2,10/12/2023 20:51,10/12/2023 21:43,52,true
2,1,03/12/2023 16:38,03/12/2023 17:50,72,true
7,3,01/12/2023 05:50,01/12/2023 08:49,179,true
1,4,11/12/2023 14:52,11/12/2023 17:12,140,false
3,2,30/11/2023 15:04,30/11/2023 16:14,70,true
4,3,03/12/2023 10:52,03/12/2023 12:33,101,true
6,2,03/12/2023 06:18,03/12/2023 08:50,152,true
1,3,03/12/2023 03:28,03/12/2023 07:07,219,false
4,2,02/12/2023 08:27,02/12/2023 10:11,104,true
2,3,02/12/2023 01:11,02/12/2023 02:40,89,false
1,1,07/12/2023 07:50,07/12/2023 09:25,95,true
4,1,08/12/2023 13:23,08/12/2023 14:34,71,true
1,2,08/12/2023 06:48,08/12/2023 10:27,219,false
2,1,09/12/2023 06:16,09/12/2023 09:23,187,true
2,2,30/11/2023 20:27,30/11/2023 22:54,147,false
3,1,10/12/2023 02:44,10/12/2023 04:52,128,false
6,1,07/12/2023 17:09,07/12/2023 18:30,81,true
1,2,07/12/2023 23:17,08/12/2023 02:08,171,false
2,1,05/12/2023 05:39,05/12/2023 06:36,57,true
1,1,02/12/2023 01:18,02/12/2023 04:26,188,true
4,1,05/12/2023 17:31,05/12/2023 18:42,71,false
1,4,30/11/2023 17:38,30/11/2023 20:12,154,false
2,4,07/12/2023 01:17,07/12/2023 01:40,23,false
1,3,07/12/2023 07:49,07/12/2023 11:03,194,true
2,3,07/12/2023 23:57,08/12/2023 01:47,110,true
1,2,09/12/2023 20:58,09/12/2023 22:07,69,true
2,1,04/12/2023 06:11,04/12/2023 07:29,78,true
6,2,01/12/2023 17:34,01/12/2023 18:19,45,false
3,1,06/12/2023 08:07,06/12/2023 09:56,109,true
6,1,02/12/2023 23:10,03/12/2023 01:13,123,true
1,1,13/12/2023 06:10,13/12/2023 08:31,141,true
4,1,29/11/2023 23:01,30/11/2023 01:33,152,false
1,2,02/12/2023 03:50,02/12/2023 07:47,237,true
2,1,08/12/2023 13:15,08/12/2023 14:27,72,true
1,3,13/12/2023 00:44,13/12/2023 02:48,124,false
4,2,03/12/2023 10:37,03/12/2023 10:55,18,true
4,4,04/12/2023 18:02,04/12/2023 19:52,110,false
1,6,11/12/2023 20:32,11/12/2023 23:00,148,false
2,3,09/12/2023 03:27,09/12/2023 07:25,238,true
1,2,06/12/2023 15:04,06/12/2023 18:40,216,true
2,1,10/12/2023 08:39,10/12/2023 09:38,59,false
1,1,07/12/2023 07:01,07/12/2023 08:41,100,false
4,1,11/12/2023 23:28,12/12/2023 00:54,86,false
1,2,13/12/2023 11:57,13/12/2023 12:23,26,true
2,1,30/11/2023 05:26,30/11/2023 07:29,123,false
3,4,12/12/2023 11:52,12/12/2023 13:48,116,false
3,1,13/12/2023 06:46,13/12/2023 10:13,207,true
6,1,06/12/2023 20:59,06/12/2023 21:50,51,false
3,3,11/12/2023 08:11,11/12/2023 10:38,147,false
2,4,06/12/2023 05:23,06/12/2023 05:55,32,false
1,3,05/12/2023 01:20,05/12/2023 03:25,125,true
2,3,03/12/2023 21:41,04/12/2023 00:48,187,true
1,1,06/12/2023 20:54,07/12/2023 00:38,224,false
4,1,01/12/2023 18:11,01/12/2023 21:45,214,true
1,2,13/12/2023 00:16,13/12/2023 01:06,50,true
2,1,09/12/2023 23:34,10/12/2023 00:07,33,true
6,4,10/12/2023 03:48,10/12/2023 06:09,141,true
3,2,01/12/2023 15:15,01/12/2023 17:03,108,false
4,3,11/12/2023 01:59,11/12/2023 05:40,221,true
6,2,11/12/2023 20:03,11/12/2023 22:57,174,false
1,3,02/12/2023 15:59,02/12/2023 17:43,104,false
4,2,06/12/2023 16:46,06/12/2023 20:08,202,true
1,2,01/12/2023 02:56,01/12/2023 04:13,77,false
2,1,06/12/2023 04:05,06/12/2023 07:56,231,true
1,4,11/12/2023 01:31,11/12/2023 03:50,139,false
6,2,10/12/2023 07:23,10/12/2023 10:30,187,false
1,1,05/12/2023 05:44,05/12/2023 06:34,50,false
4,1,30/11/2023 14:25,30/11/2023 14:50,25,false
5,1,04/12/2023 10:55,04/12/2023 11:50,55,true
2,3,09/12/2023 10:35,09/12/2023 14:10,215,false
3,1,11/12/2023 03:30,11/12/2023 06:57,207,false
6,1,06/12/2023 16:21,06/12/2023 18:28,127,true
1,2,10/12/2023 06:23,10/12/2023 08:35,132,true
2,1,01/12/2023 04:52,01/12/2023 06:54,122,true
2,2,02/12/2023 21:33,03/12/2023 00:41,188,false
1,1,04/12/2023 19:45,04/12/2023 21:47,122,false
4,1,09/12/2023 14:41,09/12/2023 18:21,220,false
1,2,10/12/2023 04:19,10/12/2023 06:39,140,true
2,1,06/12/2023 22:30,06/12/2023 23:58,88,false
2,4,13/12/2023 04:21,13/12/2023 05:11,50,true
1,3,06/12/2023 14:04,06/12/2023 17:25,201,true
2,3,10/12/2023 11:01,10/12/2023 14:25,204,false
1,2,10/12/2023 16:37,10/12/2023 20:33,236,false
2,1,02/12/2023 20:43,02/12/2023 21:12,29,true
1,5,06/12/2023 22:55,07/12/2023 00:00,65,false
7,3,30/11/2023 04:24,30/11/2023 04:41,17,true
1,4,03/12/2023 11:52,03/12/2023 14:00,128,false
1,3,05/12/2023 01:49,05/12/2023 02:52,63,true
4,2,30/11/2023 12:22,30/11/2023 16:06,224,true
3,1,05/12/2023 17:23,05/12/2023 20:46,203,true
6,1,06/12/2023 23:48,07/12/2023 03:31,223,true
1,1,12/12/2023 04:45,12/12/2023 06:10,85,false
4,1,29/11/2023 21:10,29/11/2023 21:42,32,true
6,1,05/12/2023 16:02,05/12/2023 17:11,69,true
1,2,06/12/2023 19:14,06/12/2023 22:02,168,false
2,1,10/12/2023 14:44,10/12/2023 16:55,131,false
6,2,03/12/2023 19:48,03/12/2023 22:20,152,false
2,3,02/12/2023 00:50,02/12/2023 04:15,205,false
1,1,11/12/2023 09:38,11/12/2023 13:22,224,false
4,1,13/12/2023 00:46,13/12/2023 04:00,194,false
1,2,29/11/2023 20:02,29/11/2023 22:12,130,false
2,1,06/12/2023 20:40,06/12/2023 21:07,27,true
1,4,12/12/2023 07:01,12/12/2023 09:29,148,false
3,1,08/12/2023 21:58,09/12/2023 00:00,122,false
6,1,29/11/2023 18:56,29/11/2023 20:33,97,false
1,2,10/12/2023 23:10,11/12/2023 00:29,79,true
2,1,09/12/2023 20:20,09/12/2023 21:25,65,false
5,2,10/12/2023 02:48,10/12/2023 04:16,88,false
1,1,04/12/2023 00:17,04/12/2023 03:18,181,false
4,1,09/12/2023 01:40,09/12/2023 03:19,99,true
3,3,09/12/2023 01:50,09/12/2023 02:14,24,true
3,2,08/12/2023 06:34,08/12/2023 07:35,61,false
4,3,03/12/2023 02:46,03/12/2023 06:18,212,false
6,2,10/12/2023 02:06,10/12/2023 05:52,226,false
1,3,05/12/2023 18:09,05/12/2023 19:47,98,true
4,2,11/12/2023 16:25,11/12/2023 19:07,162,true
2,4,30/11/2023 21:39,01/12/2023 01:21,222,true
1,3,01/12/2023 11:11,01/12/2023 14:07,176,false
2,3,08/12/2023 12:44,08/12/2023 12:59,15,false
1,2,09/12/2023 17:16,09/12/2023 18:03,47,false
2,1,09/12/2023 18:34,09/12/2023 21:41,187,true
7,4,06/12/2023 23:14,07/12/2023 03:08,234,false
3,4,02/12/2023 20:15,03/12/2023 00:05,230,true
1,1,07/12/2023 11:30,07/12/2023 14:09,159,false
4,1,11/12/2023 19:42,11/12/2023 22:44,182,false
1,2,29/11/2023 14:19,29/11/2023 16:09,110,false
2,1,03/12/2023 17:19,03/12/2023 20:35,196,false
4,4,07/12/2023 01:30,07/12/2023 04:42,192,false
1,6,30/11/2023 23:15,01/12/2023 02:39,204,false
3,1,07/12/2023 15:36,07/12/2023 18:02,146,true
6,1,09/12/2023 03:58,09/12/2023 07:42,224,false
2,3,09/12/2023 12:48,09/12/2023 16:29,221,true
1,2,03/12/2023 01:28,03/12/2023 02:04,36,true
2,1,07/12/2023 08:19,07/12/2023 11:58,219,false
6,2,02/12/2023 02:05,02/12/2023 04:56,171,true
1,1,03/12/2023 09:07,03/12/2023 11:20,133,true
4,1,13/12/2023 13:16,13/12/2023 17:15,239,false
1,2,11/12/2023 18:51,11/12/2023 21:04,133,true
2,1,30/11/2023 19:29,30/11/2023 21:27,118,false
2,2,03/12/2023 02:21,03/12/2023 05:07,166,true
1,3,29/11/2023 21:52,29/11/2023 23:20,88,false
4,2,08/12/2023 09:49,08/12/2023 10:40,51,false
5,4,04/12/2023 07:17,04/12/2023 10:06,169,false
2,4,08/12/2023 03:42,08/12/2023 06:42,180,false
1,3,08/12/2023 21:35,09/12/2023 01:04,209,true
3,1,30/11/2023 09:25,30/11/2023 13:06,221,false
6,1,09/12/2023 02:19,09/12/2023 03:16,57,false
2,3,10/12/2023 03:15,10/12/2023 06:10,175,true
1,1,09/12/2023 16:33,09/12/2023 18:24,111,false
4,1,04/12/2023 00:23,04/12/2023 02:45,142,false
1,2,03/12/2023 04:25,03/12/2023 05:01,36,true
2,1,01/12/2023 09:37,01/12/2023 11:35,118,false
1,4,07/12/2023 01:01,07/12/2023 01:21,20,false
1,2,11/12/2023 01:12,11/12/2023 01:30,18,true
2,1,06/12/2023 17:25,06/12/2023 20:38,193,false
1,2,10/12/2023 16:36,10/12/2023 20:35,239,true
1,1,11/12/2023 07:42,11/12/2023 08:09,27,false
4,1,13/12/2023 01:12,13/12/2023 01:47,35,false
2,3,01/12/2023 22:43,02/12/2023 01:50,187,false
1,2,09/12/2023 15:07,09/12/2023 18:06,179,true
2,1,02/12/2023 16:55,02/12/2023 17:58,63,true
5,1,04/12/2023 13:55,04/12/2023 17:34,219,false
3,1,06/12/2023 09:54,06/12/2023 12:27,153,true
6,1,05/12/2023 03:15,05/12/2023 03:56,41,true
